track,h,stage,model,pinball,rmse_chg,mae_chg,hit,cov10,cov50,cov90,wall_s,ratio_vs_ref,dm_t_vs_ref,dm_p_vs_ref,in_mcs90
trackA,5,raw,rw,0.04964048847309366,0.18276072078418593,0.12299325291031882,,0.1037037037037037,0.49272254710851204,0.8920077972709551,,1.0256199525652994,3.2898639606818363,0.0010023583102426643,False
trackA,5,raw,tfm25,0.046664998938420195,0.17750478343330942,0.1177054650819053,0.5953866146848603,0.10084470435347628,0.5087394411955816,0.8885964912280702,2.9855943529451943,0.9704653312003959,-1.950003023177618,0.05117575871357626,False
trackA,5,raw,tfm3-mv-cov,0.04604919730986796,0.17296492418714493,0.11645474075113885,0.5957115009746589,0.11471734892787525,0.539766081871345,0.9067251461988304,2.2308241923319794,0.9605248174167852,-3.568831878626975,0.0003585764233335387,True
trackA,5,raw,tfm3-mv,0.04599880062597556,0.17454809114310776,0.11613469784765433,0.6079272254710851,0.1096816114359974,0.503638726445744,0.8928525016244314,1.9952262726210597,0.9595616250001733,-3.8402894029415946,0.00012288935465052205,True
trackA,5,raw,tfm3-uni,0.046413530889268174,0.1773466983798322,0.1172177968111335,0.6033788174139051,0.10532813515269655,0.49087069525666016,0.8938921377517869,0.6866673975315871,0.9648979056401786,-2.580200604172027,0.00987429367145254,False
trackA,5,mz,ar1,0.04834606752364581,0.1785204147805267,0.12043007737895785,0.5883040935672514,0.13914879792072773,0.5135477582846004,0.8569850552306693,,0.946967263207462,-2.333436340459865,0.019625255823547884,True
trackA,5,mz,har,0.050453871657232356,0.18142688795466405,0.12197638974937725,0.5764457439896037,0.12683560753736192,0.4876543209876543,0.8643924626380767,,0.9934389640322797,1.0262313239136396,0.304782559751414,False
trackA,5,mz,pcavar,0.049998161130604346,0.1775560620457463,0.12153534888472421,0.5784275503573749,0.11702404158544509,0.4705977907732294,0.8573099415204678,,1.0,,,False
trackA,5,mz,rw,0.04840202355246795,0.17869466369559878,0.12051960082771115,0.5869395711500974,0.13979857050032488,0.5147498375568551,0.8580896686159845,,0.9478666166155705,-2.2558202831949834,0.02408188853176523,True
trackA,5,mz,tfm25,0.0483175019146688,0.1799966592029377,0.12145045843113025,0.5788823911630929,0.16809616634178037,0.5710851202079272,0.8836257309941521,2.9855943529451943,0.9500149034992118,-2.69786992934065,0.006978470133499249,False
trackA,5,mz,tfm3-mv-cov,0.04764228747447193,0.17625823345429886,0.1199133963476365,0.584762833008447,0.17053281351526967,0.5701104613385315,0.8901234567901235,2.2308241923319794,0.9399399030326697,-3.938300518667031,8.206077658707952e-05,True
trackA,5,mz,tfm3-mv,0.04796339958823482,0.17698330829325784,0.12066282967334299,0.575925925925926,0.19096816114359974,0.57729044834308,0.8904158544509422,1.9952262726210597,0.9465865384702608,-3.348778882428616,0.0008116854631888775,False
trackA,5,mz,tfm3-uni,0.04855501627295291,0.1792124606890568,0.12191846959909089,0.5700779727095516,0.19814814814814816,0.577485380116959,0.8928525016244314,0.6866673975315871,0.9551504203332092,-2.2151167494474024,0.02675205206835536,False
trackB,1,raw,ar1,0.2494281750029017,1.7008899913863713,0.5284518679445485,0.4673793524740379,0.11230956733698964,0.4923217550274223,0.88878732480195,,0.7643069408820008,-10.126716446153177,4.205345598246378e-24,False
trackB,1,raw,har,0.2795847353073927,1.6736976104548178,0.6398483371150024,0.4968312004875076,0.12291285801340646,0.5139549055453991,0.887812309567337,,0.8452420058819493,-3.497696651908358,0.0004692945869649237,False
trackB,1,raw,pcavar,0.2895461793700931,1.6860495356173884,0.6760812904885762,0.4850091407678245,0.1312004875076173,0.5249238269347959,0.8764777574649604,,1.0,,,False
trackB,1,raw,rw,0.24138498164777455,1.7435683217913893,0.506779111083526,,0.10871419865935406,0.5468616697135893,0.8914686166971358,,0.7428923567041562,-11.653244451891231,2.2088583079463654e-31,False
trackB,1,raw,tfm3-mv-cov,0.22945001565371212,1.7062522390967971,0.5314388747174312,0.4751980499695308,0.10926264472882388,0.4951858622790981,0.878732480195003,21.160474125783246,0.7092055418262552,-18.17305888107849,8.436144858917703e-74,True
trackB,1,raw,tfm3-mv,0.23319757137858074,1.7200376401997466,0.540116697946611,0.47635588056063377,0.10018281535648994,0.5,0.8950639853747715,0.2612852515313858,0.7187427636661958,-17.94233100677868,5.509473427171231e-72,False
trackB,1,raw,tfm3-uni,0.23394501719807737,1.7363989077543804,0.5392240293862721,0.48013406459475927,0.09731870810481413,0.5157830591102986,0.8897014015843998,0.24772229983394306,0.7181828970051405,-16.144137266153734,1.2488240581535066e-58,False
trackB,1,mz,ar1,0.2935544573860334,1.667586242018843,0.6442530740538758,0.49786715417428395,0.18823887873248019,0.47879341864716635,0.8199878123095673,,0.8167221346031219,-5.48417375521735,4.1540632837063564e-08,False
trackB,1,mz,har,0.29274657430808376,1.6793286507398897,0.6495858564947419,0.492260816575259,0.15734308348567946,0.5100548446069469,0.867702620353443,,0.816601735010277,-6.950257142823226,3.6462098236981425e-12,False
trackB,1,mz,pcavar,0.31308280595697896,1.6909258221503543,0.6926278291459746,0.47873248019500303,0.20420475319926873,0.5227909811090798,0.8132845825716026,,1.0,,,False
trackB,1,mz,rw,0.29900245040724854,1.6924661514873236,0.6505844414171109,0.4923217550274223,0.21797684338817794,0.4778184034125533,0.784338817794028,,0.8304897568591064,-4.019162393646303,5.8405405998526235e-05,False
trackB,1,mz,tfm3-mv-cov,0.26951581341445546,1.6838987052923529,0.6203041264854942,0.4939670932358318,0.23089579524680073,0.4796465569774528,0.7279707495429616,21.160474125783246,0.7627449890987933,-11.321368060551967,1.0285414546047225e-29,True
trackB,1,mz,tfm3-mv,0.2695400165702034,1.6977422485547977,0.6230128112590785,0.49055453991468617,0.2165752589884217,0.48336380255941497,0.7465569774527727,0.2612852515313858,0.7618056468875184,-11.647212436177757,2.370878442077948e-31,True
trackB,1,mz,tfm3-uni,0.27622807059318016,1.7107396337983123,0.6351031029827608,0.49250457038391227,0.22583790371724557,0.48049969530773917,0.7337599024984766,0.24772229983394306,0.7745553508344504,-9.262243698531025,2.0018067782825965e-20,False
trackB,5,raw,ar1,0.5445318713621122,2.879699742046631,1.1664259594328075,0.44529471287629646,0.11727226848347212,0.49571032046429475,0.8866389099167298,,0.9059971364978366,-1.6418690385867432,0.10061714756374468,False
trackB,5,raw,har,0.5632210583803977,2.6503441947891653,1.3445362459965415,0.5609386828160484,0.13575574060055515,0.5191143073429221,0.882664647993944,,0.9219014826808607,-0.4628651501365573,0.6434610288177927,False
trackB,5,raw,pcavar,0.567119759081077,2.7330029183031384,1.4327959374628922,0.5541256623769871,0.15581630078223568,0.5348851879888973,0.8712465304062579,,1.0,,,False
trackB,5,raw,rw,0.543145547959513,2.9104326366940145,1.1513982046399904,,0.1161367650769619,0.5332450164017158,0.8851879888973,,0.9056564772578435,-1.715027562801549,0.0863401736384759,False
trackB,5,raw,tfm3-mv-cov,0.4607803268872687,2.731559454349694,1.1344323300162238,0.5365884430986626,0.11411809235427706,0.5213853141559425,0.903040625788544,21.160474125783246,0.7777338079462056,-10.972095151647064,5.205205918136021e-28,True
trackB,5,raw,tfm3-mv,0.4655014413255874,2.7430200857865694,1.145857744467878,0.5365884430986626,0.11594751450921019,0.5269366641433257,0.9057532172596517,0.2612852515313858,0.7841692725231776,-10.444368742160387,1.5548635524999935e-25,False
trackB,5,raw,tfm3-uni,0.4717169945146373,2.764415038906847,1.1611688793364048,0.539553368660106,0.11197325258642443,0.5326141811758769,0.8972369417108251,0.24772229983394306,0.7900373583610385,-9.748681273870334,1.8688000742674403e-22,False
trackB,5,mz,ar1,0.6183698026167689,2.679787309776133,1.3756407684373484,0.5613802674741357,0.23637395912187736,0.4663133989401968,0.7284254352763059,,0.8203401338466966,-4.568853281585336,4.903999109327122e-06,False
trackB,5,mz,har,0.6076923606820432,2.6956648457118404,1.3873623023940667,0.5451678021700732,0.2146732273530154,0.5177264698460762,0.8165531163260157,,0.8155751568261379,-7.07413898814667,1.5037950798453951e-12,False
trackB,5,mz,pcavar,0.6936753348822959,2.7539667480720276,1.4340576778748306,0.532551097653293,0.27838758516275547,0.5330557658339642,0.7478551602321474,,1.0,,,False
trackB,5,mz,rw,0.6247152920340308,2.690976348632865,1.383887335734732,0.560560181680545,0.2382033812768105,0.4675750693918748,0.7178274034822104,,0.8277841403443295,-4.186262887535694,2.8358488295327507e-05,False
trackB,5,mz,tfm3-mv-cov,0.5601372540488839,2.659976335524104,1.31594928894825,0.5545672470350744,0.26097653292959877,0.4701614938178148,0.6937925813777441,21.160474125783246,0.7629874061732589,-8.222843844479765,1.9873352058481827e-16,True
trackB,5,mz,tfm3-mv,0.5599384958289411,2.6768593766908952,1.3240144242140561,0.5539994953318194,0.25246025738077216,0.46656573303053245,0.6964420893262679,0.2612852515313858,0.7631658650434443,-8.06603949785411,7.261532601520076e-16,True
trackB,5,mz,tfm3-uni,0.5704901457859956,2.6905787112703243,1.3313943294373023,0.5579106737320212,0.2672848851879889,0.47287408528892255,0.6828791319707292,0.24772229983394306,0.7710473226993452,-7.487640418493148,7.012282570188005e-14,False
